contig-576.9,15
contig-576.8,15
contig-7000474,20
contig-576.3,15
contig-576.2,15
contig-576.1,15
contig-576.0,15
contig-576.7,15
contig-576.6,15
contig-576.5,15
contig-576.4,15
contig-1738.10,3
contig-5001633,9
contig-1000067,10
contig-1000062,10
contig-1000060,10
contig-1000068,10
contig-1000069,10
contig-2000204,13
contig-2000203,20
contig-2000202,20
contig-1000602,18
contig-1000600,10
contig-1000601,20
contig-1000604,10
contig-1752.8,5
contig-1752.7,5
contig-1752.6,5
contig-1752.5,5
contig-1752.2,5
contig-1752.1,5
contig-1752.0,5
contig-2000341,10
contig-1274,13
contig-2000345,10
contig-2000348,20
contig-2000349,10
contig-1988,10
contig-897.1,3
contig-897.0,3
contig-897.3,3
contig-897.2,3
contig-431.1,15
contig-431.0,15
contig-431.2,15
contig-3001929.15,5
contig-409,10
contig-408,10
contig-405,10
contig-404,10
contig-407,20
contig-400,10
contig-403,10
contig-402,20
contig-2000075.28,15
contig-2000075.29,15
contig-2000075.26,15
contig-2000075.27,15
contig-2000075.24,15
contig-2000075.25,15
contig-2000075.22,15
contig-2000075.23,15
contig-2000075.20,15
contig-2000075.21,15
contig-2001862.4,12
contig-2001862.5,12
contig-2001862.0,12
contig-2001862.1,12
contig-2001862.2,12
contig-2001862.3,12
contig-3001533,10
contig-2001348,10
contig-2001346,10
contig-2001345,10
contig-2001344,20
contig-2001341,10
contig-910.1,7
contig-910.0,7
contig-2000839,10
contig-2000837,10
contig-2000835,10
contig-2000832,10
contig-2000833,10
contig-2000830,20
contig-4000816,20
contig-1367.22,12
contig-3001929.11,5
contig-1367.23,12
contig-2001127,10
contig-2001125,10
contig-2001124,10
contig-1367.21,12
contig-1367.26,12
contig-1367.27,12
contig-3001929.10,5
contig-1367.24,12
contig-3000037,10
contig-3000520,10
contig-3000524,20
contig-1000058.9,1
contig-1000058.8,1
contig-1000058.7,1
contig-1000058.6,1
contig-1000058.5,1
contig-1000058.4,1
contig-1000058.3,1
contig-1000058.2,1
contig-1000058.1,1
contig-1000058.0,1
contig-1987,20
contig-1886.1,3
contig-1886.0,3
contig-181.8,5
contig-181.1,5
contig-181.0,5
contig-181.3,5
contig-181.2,5
contig-181.5,5
contig-181.4,5
contig-181.7,5
contig-181.6,5
contig-1034.4,1
contig-1034.5,1
contig-1034.6,1
contig-1034.0,1
contig-1034.1,1
contig-1034.2,1
contig-1034.3,1
contig-1981,10
contig-1023,10
contig-1022,11
contig-1021,6
contig-1020,13
contig-1026,3
contig-1757,13
contig-1024,10
contig-1982,10
contig-1000479,10
contig-1000478,10
contig-982,10
contig-983,20
contig-986,10
contig-988,10
contig-1000473,10
contig-1000475,9
contig-1000474,10
contig-1000477,10
contig-1000476,20
contig-2007.18,4
contig-1552.47,12
contig-3001803,20
contig-3001802,20
contig-2001756.6,9
contig-2001756.7,9
contig-2001756.4,9
contig-1752.4,5
contig-2001756.2,9
contig-2001756.3,9
contig-1001078,3
contig-1001077,10
contig-1001072,10
contig-1001073,10
contig-2001756.8,9
contig-1001071,10
contig-1000299,20
contig-1820.8,18
contig-1000295,10
contig-1000297,10
contig-6001083,10
contig-4001939,10
contig-1831.2,6
contig-4001688,10
contig-6001341,20
contig-1000321.27,5
contig-1000321.26,5
contig-1000321.25,5
contig-1000321.24,5
contig-1000321.23,5
contig-1000321.22,5
contig-1000321.21,5
contig-1000321.20,5
contig-1000321.29,5
contig-1000321.28,5
contig-1001326,20
contig-1000448.18,8
contig-1000448.19,8
contig-1752.9,5
contig-1001327,20
contig-1000448.12,8
contig-1000448.13,8
contig-1000448.10,8
contig-1000448.11,8
contig-1000448.16,8
contig-1000448.17,8
contig-1000448.14,8
contig-1000448.15,8
contig-1001325,20
contig-7001965.2,6
contig-7001965.1,6
contig-6001348,20
contig-1752.3,5
contig-1001321,10
contig-2001442.20,2
contig-2031.22,2
contig-3000869,10
contig-5000151,20
contig-3000867,10
contig-1960.29,1
contig-1960.28,1
contig-1002030,10
contig-1002037,20
contig-1002036,10
contig-1002034,20
contig-1960.21,1
contig-1960.20,1
contig-1960.23,1
contig-1549.6,7
contig-1960.25,1
contig-1960.24,1
contig-1960.27,1
contig-1960.26,1
contig-618,10
contig-619,10
contig-348,10
contig-349,13
contig-346,10
contig-347,10
contig-344,20
contig-345,13
contig-614,3
contig-343,10
contig-616,10
contig-617,10
contig-3001582.6,7
contig-3001582.7,7
contig-3001582.4,7
contig-3001582.5,7
contig-3001582.2,7
contig-3001582.3,7
contig-3001582.0,7
contig-3001582.1,7
contig-3001582.8,7
contig-3001582.9,7
contig-1001973.18,8
contig-1001973.19,8
contig-1001973.12,8
contig-1001973.13,8
contig-1001973.10,8
contig-1001973.11,8
contig-1001973.16,8
contig-1001973.17,8
contig-1001973.14,8
contig-1001973.15,8
contig-4000669,20
contig-3001611.14,18
contig-4000666,20
contig-4001537,20
contig-4001822,20
contig-4001531,20
contig-4001284,10
contig-3001611.10,18
contig-3001611.13,18
contig-7001738,20
contig-4000482,20
contig-4000488,13
contig-3001027,20
contig-3001026,20
contig-3001021,10
contig-1842.18,18
contig-1328.4,16
contig-1328.5,16
contig-1328.6,16
contig-1328.7,16
contig-1328.0,16
contig-1328.1,16
contig-1328.2,16
contig-1328.3,16
contig-1789.6,8
contig-1000058.19,1
contig-1000058.18,1
contig-2001773,10
contig-1000058.13,1
contig-1000058.12,1
contig-1000058.11,1
contig-1000058.10,1
contig-1000058.17,1
contig-1000058.16,1
contig-1000058.15,1
contig-1000058.14,1
contig-1789.5,8
contig-2001777,10
contig-1001245,10
contig-3000199,10
contig-1001247,10
contig-1001710,13
contig-1001716,10
contig-1001242,10
contig-3000190,10
contig-1001249,10
contig-1001248,10
contig-1940.12,18
contig-1940.13,18
contig-1940.10,18
contig-1940.11,18
contig-1940.16,18
contig-1940.17,18
contig-1940.14,18
contig-1940.15,18
contig-1940.19,18
contig-2001660,10
contig-2001661,20
contig-2001663,10
contig-1114.35,3
contig-1114.34,3
contig-1114.37,3
contig-1114.36,3
contig-1114.31,3
contig-1114.30,3
contig-1114.33,3
contig-1114.32,3
contig-1761,20
contig-1114.39,3
contig-1114.38,3
contig-1000776.18,8
contig-1000776.19,8
contig-1000776.16,8
contig-1000776.17,8
contig-1000776.14,8
contig-1000776.15,8
contig-1000776.12,8
contig-1000776.13,8
contig-1000776.10,8
contig-1000776.11,8
contig-5001439,20
contig-2031.30,2
contig-1789.2,19
contig-315.12,18
contig-5001384,10
contig-68,4
contig-69,10
contig-66,10
contig-67,10
contig-65,10
contig-62,13
contig-63,20
contig-60,20
contig-1000040,10
contig-955.0,4
contig-1000596,10
contig-955.4,4
contig-955.5,4
contig-1250,13
contig-6000927.1,9
contig-1257,4
contig-1996.5,11
contig-1001324.49,16
contig-1996.4,11
contig-1258,20
contig-1996.1,11
contig-1586.11,15
contig-2000226,10
contig-2000224,10
contig-1000628,7
contig-2000222,20
contig-2000221,20
contig-2000220,10
contig-1000624,20
contig-1000625,10
contig-1000620,10
contig-1000621,10
contig-2000229,10
contig-1714.15,15
contig-1714.14,15
contig-1714.17,15
contig-1714.16,15
contig-1646,20
contig-1714.10,15
contig-1714.13,15
contig-2000320,20
contig-2000327,10
contig-1915.25,7
contig-5000517,10
contig-1963.5,15
contig-1963.4,15
contig-1963.7,15
contig-1963.6,15
contig-1963.1,15
contig-1963.0,15
contig-1963.3,15
contig-1963.2,15
contig-426,20
contig-423,0
contig-422,10
contig-420,13
contig-1304.3,6
contig-2001329,10
contig-2001328,10
contig-2001320,10
contig-2001323,10
contig-2001327,10
contig-1002027,10
contig-1002021,10
contig-4000839,20
contig-4000348,10
contig-2000811,10
contig-2000813,20
contig-1960.32,1
contig-644.1,6
contig-644.0,6
contig-1251,10
contig-1960.30,1
contig-283,10
contig-280,10
contig-286,10
contig-285,20
contig-289,10
contig-1002029,10
contig-1960.34,1
contig-1960.35,1
contig-5000363,10
contig-3000059,10
contig-1610.1,3
contig-3000509,20
contig-3000508,20
contig-3000050,10
contig-3000052,10
contig-3000055,10
contig-3000056,10
contig-1253,8
contig-1254.0,2
contig-1254.1,2
contig-1254.2,2
contig-926,10
contig-973.33,1
contig-1000324,20
contig-7002043,13
contig-1000495,10
contig-1141.5,4
contig-1518,10
contig-1141.4,4
contig-922,20
contig-1141.6,4
contig-1000323,10
contig-1141.1,4
contig-921,10
contig-1141.0,4
contig-1141.3,4
contig-1141.2,4
contig-1005,20
contig-1004,10
contig-1007,10
contig-1006,10
contig-1000,13
contig-1003,10
contig-1002,1
contig-1517,10
contig-1844,20
contig-1000109.27,18
contig-1000946.12,12
contig-1000109.25,18
contig-1000946.10,12
contig-1000946.17,12
contig-1000109.22,18
contig-1000946.15,12
contig-1000109.20,18
contig-621,10
contig-1000946.19,12
contig-1000498,10
contig-1000109.29,18
contig-1000109.28,18
contig-623,10
contig-622,10
contig-1000453,4
contig-1041.18,3
contig-1041.19,3
contig-1000457,10
contig-1000456,8
contig-1041.12,3
contig-1041.13,3
contig-1041.10,3
contig-1041.16,3
contig-1041.17,3
contig-1041.14,3
contig-1041.15,3
contig-1645.7,5
contig-1832.21,16
contig-507.13,18
contig-507.12,18
contig-507.11,18
contig-507.10,18
contig-1832.0,16
contig-1832.20,16
contig-3001825,20
contig-3001824,20
contig-3001822,20
contig-3001820,10
contig-1832.23,16
contig-1001058,10
contig-1001059,2
contig-1001502,13
contig-1001051,20
contig-1001052,10
contig-397.1,18
contig-1001055,20
contig-1001056,10
contig-1000907,10
contig-1000900,0
contig-1832.22,16
contig-1000909,10
contig-1849.0,3
contig-1832.25,16
contig-1000321.49,5
contig-1000321.48,5
contig-1000321.45,5
contig-1000321.44,5
contig-1000321.47,5
contig-1000321.46,5
contig-1000321.41,5
contig-1000321.40,5
contig-1000321.43,5
contig-1000321.42,5
contig-1000148.1,1
contig-1000148.0,1
contig-1000148.3,1
contig-1000148.2,1
contig-1000148.5,1
contig-1000148.4,1
contig-1000148.7,1
contig-1000148.6,1
contig-1000148.9,1
contig-1000148.8,1
contig-1000448.30,8
contig-1000448.31,8
contig-1000448.32,8
contig-1000448.33,8
contig-1000448.34,8
contig-1000448.35,8
