contig-1000448.36,8
contig-1000448.37,8
contig-1000448.38,8
contig-1000448.39,8
contig-1832.27,16
contig-2000734,10
contig-1000777.13,8
contig-1000777.12,8
contig-2000731,10
contig-2000730,20
contig-3002027,10
contig-3002024,20
contig-1832.26,16
contig-3002022,10
contig-2000732,10
contig-1796.0,20
contig-3002029,20
contig-1000777.19,8
contig-1000513,10
contig-3000886,10
contig-5000171,10
contig-3000885,10
contig-3000882,20
contig-1515,10
contig-1000516,10
contig-1000014.69,8
contig-843,10
contig-1849.1,3
contig-360,10
contig-361,20
contig-1411.2,2
contig-364,10
contig-365,10
contig-366,20
contig-367,20
contig-369,10
contig-1000014.62,8
contig-1001973.30,8
contig-1001973.31,19
contig-2043.0,0
contig-4000647,10
contig-4001516,10
contig-661.16,16
contig-661.17,16
contig-661.14,16
contig-661.15,16
contig-661.12,16
contig-661.13,16
contig-661.10,16
contig-661.11,16
contig-1995.20,2
contig-661.18,16
contig-661.19,16
contig-1833.6,12
contig-1833.5,12
contig-1833.4,12
contig-1833.3,12
contig-1833.2,12
contig-1833.1,12
contig-1833.0,12
contig-5000828,20
contig-5000825,7
contig-5000823,10
contig-5000820,20
contig-5000821,20
contig-3001040,10
contig-3001042,10
contig-3001047,10
contig-2018.3,18
contig-2007.1,4
contig-3001929.3,5
contig-3001929.2,5
contig-3001929.1,5
contig-3001929.0,5
contig-3001929.7,5
contig-3001929.6,5
contig-3001929.5,5
contig-3001929.4,5
contig-1001802,10
contig-3001929.9,5
contig-3001929.8,5
contig-1467.0,3
contig-1467.1,3
contig-1001269,10
contig-1001801,10
contig-1001265,10
contig-1001262,11
contig-1001261,10
contig-1001260,10
contig-1940.30,18
contig-1940.31,18
contig-1940.32,18
contig-1849.2,3
contig-2001686,10
contig-2001684,10
contig-2001681,10
contig-2001689,20
contig-3000314,10
contig-3000315,10
contig-3000312,10
contig-3000311,10
contig-1849.3,3
contig-1001806,20
contig-1499,20
contig-1495,20
contig-1492,11
contig-1493,10
contig-1490,10
contig-4001726,10
contig-1001990,10
contig-1001993,10
contig-1001992,10
contig-1001995,20
contig-1001994,0
contig-1001996,10
contig-643.4,16
contig-1001998,14
contig-643.0,16
contig-643.1,16
contig-643.2,16
contig-643.3,16
contig-1000776.35,8
contig-1000776.36,8
contig-1000776.37,8
contig-1000776.30,8
contig-1000776.31,8
contig-1000022,10
contig-1000023,20
contig-1000021,20
contig-1000024,2
contig-1273,20
contig-1271,7
contig-1277,20
contig-1114.19,3
contig-1114.18,3
contig-1114.17,3
contig-1114.16,3
contig-1114.15,3
contig-1114.14,3
contig-1114.13,3
contig-1114.12,3
contig-1114.11,3
contig-1114.10,3
contig-2018.39,18
contig-2018.38,18
contig-2018.35,18
contig-2018.34,18
contig-2018.37,18
contig-2018.36,18
contig-2018.31,18
contig-2018.30,18
contig-2018.33,18
contig-7001341,10
contig-2000249,20
contig-2000248,10
contig-1576.3,4
contig-1576.2,4
contig-1576.1,4
contig-1576.0,4
contig-1576.6,4
contig-1576.5,4
contig-1576.4,4
contig-1666.3,9
contig-1666.2,9
contig-3000529,10
contig-2000303,20
contig-1666.7,9
contig-1001664.18,18
contig-1666.6,9
contig-1666.5,9
contig-1993,10
contig-1666.9,9
contig-1666.8,9
contig-1526.0,9
contig-1526.1,9
contig-1000148.11,1
contig-1000148.10,1
contig-1000148.13,1
contig-1000148.12,1
contig-1000148.15,1
contig-1000148.14,1
contig-1000148.17,1
contig-1000148.16,1
contig-1000148.19,1
contig-1000148.18,1
contig-144,20
contig-1720.1,11
contig-1908.13,18
contig-140,10
contig-490,14
contig-143,10
contig-1849.5,3
contig-1764.12,18
contig-1764.13,18
contig-1764.10,18
contig-1764.11,18
contig-1764.14,18
contig-2001303,10
contig-2001301,20
contig-1720.3,11
contig-2001306,10
contig-1378.7,12
contig-1001324.2,16
contig-1378.5,12
contig-1378.3,14
contig-1378.2,12
contig-1378.1,12
contig-1001324.3,16
contig-1001324.0,16
contig-1001324.1,16
contig-2000871,10
contig-2000877,20
contig-2000875,10
contig-2000878,20
contig-4000363,10
contig-4001924,20
contig-1781.19,12
contig-1781.18,12
contig-1752.12,5
contig-4001186,10
contig-5000614,13
contig-5000345,10
contig-505.2,5
contig-3000075,10
contig-3000074,10
contig-3000079,20
contig-1995.8,2
contig-1995.9,2
contig-1995.2,2
contig-1995.3,2
contig-1995.0,2
contig-1995.1,2
contig-1995.6,2
contig-1995.7,2
contig-1995.4,2
contig-1995.5,2
contig-1614.42,12
contig-1849.6,3
contig-1916.10,18
contig-2038.1,7
contig-2038.0,7
contig-2038.3,7
contig-2038.2,7
contig-2038.5,7
contig-2038.4,7
contig-2038.7,7
contig-2038.6,7
contig-1069,20
contig-1068,10
contig-1067,10
contig-1066,10
contig-1064,10
contig-1063,10
contig-1062,10
contig-1060,10
contig-1000109.49,18
contig-1000109.48,18
contig-1000109.45,18
contig-1000109.44,18
contig-1000109.47,18
contig-1000109.46,18
contig-1000109.41,18
contig-1000109.40,18
contig-1000109.43,18
contig-1000109.42,18
contig-1742.2,2
contig-2000492,10
contig-1742.3,2
contig-2000499,10
contig-1041.30,3
contig-1041.31,3
contig-1000220,7
contig-1000221,10
contig-1000736,20
contig-1000737,20
contig-1751,10
contig-1688,13
contig-1000734,10
contig-1750,10
contig-1683,10
contig-1682,10
contig-4000806.21,6
contig-1620,10
contig-1685,10
contig-1684,13
contig-3001849,13
contig-3001848,10
contig-1001707,10
contig-1000738,10
contig-3001847,14
contig-1001701,13
contig-1297.7,2
contig-1297.6,2
contig-1297.5,2
contig-1297.4,2
contig-1297.3,2
contig-1297.2,2
contig-1297.1,2
contig-1297.0,2
contig-1297.8,2
contig-1001032,10
contig-1001033,10
contig-1001031,10
contig-1001524,10
contig-1001525,10
contig-1001034,10
contig-1001035,20
contig-1001528,10
contig-1001038,10
contig-1001039,10
contig-1000321.63,5
contig-1000321.62,5
contig-1000321.61,5
contig-1000321.60,5
contig-1000321.67,5
contig-1000321.66,5
contig-1000321.65,5
contig-1000321.64,5
contig-1000321.69,5
contig-1000321.68,5
contig-831.4,11
contig-831.1,11
contig-831.0,11
contig-831.3,11
contig-831.2,11
contig-569.7,7
contig-569.6,7
contig-569.5,7
contig-569.4,7
contig-569.3,7
contig-569.2,7
contig-569.1,7
contig-569.0,7
contig-5001994,13
contig-2011.0,18
contig-5001993,20
contig-2011.7,18
contig-1000448.56,8
contig-1000448.57,8
contig-1000448.54,8
contig-1000448.55,8
contig-1000448.52,8
contig-1000448.53,8
contig-1000448.50,8
contig-1000448.51,8
contig-1681.0,4
contig-1000448.58,8
contig-1000448.59,8
contig-1614.16,12
contig-1614.17,12
contig-1614.14,12
contig-1614.15,12
contig-1614.12,12
contig-1614.13,12
contig-1614.10,12
contig-1614.11,12
contig-1614.18,12
contig-1614.19,12
contig-1000929,10
contig-1000928,10
contig-1000927,13
contig-2031.8,2
contig-1000925,20
contig-1000924,10
contig-1000922,10
contig-3002004,10
contig-2001908,10
contig-2031.4,2
contig-2031.5,2
contig-2031.6,2
contig-1324.0,18
contig-1324.1,18
contig-1324.2,18
contig-1324.3,18
contig-1324.4,18
contig-1324.5,18
contig-1324.6,18
contig-1324.7,18
contig-1324.8,18
contig-1324.9,18
contig-1654,10
contig-2031.1,2
contig-4001373,10
contig-2031.2,2
contig-2031.3,2
contig-2001193.20,1
contig-2001193.21,1
contig-1001610.2,5
contig-1001610.3,5
contig-1001610.0,5
contig-1544.0,3
contig-1001610.6,5
contig-1001610.4,5
contig-1001610.5,5
contig-4000112,20
contig-1544.1,3
contig-3001208,10
contig-1544.2,3
contig-2001426,10
contig-1544.3,3
contig-5000809,20
contig-3001069,20
contig-3001067,10
contig-1544.4,3
contig-3001205.14,12
contig-3001205.15,12
contig-3001205.16,14
contig-3001205.17,12
contig-3001205.10,12
contig-3001205.11,12
contig-3001205.12,12
contig-3001205.13,12
contig-1866.5,2
contig-1866.4,2
contig-1866.7,2
contig-1866.6,2
contig-1866.1,2
contig-4000973,20
contig-1866.3,2
contig-1866.2,2
contig-2001516,10
contig-2001517,10
contig-2001515,20
contig-2018.15,18
contig-2001518,10
contig-1001209,10
contig-4000979,10
contig-1874.2,2
contig-1874.3,2
contig-1874.4,2
contig-1874.5,2
contig-1874.6,2
contig-1001201,10
contig-1001202,10
contig-1001204,20
contig-1001206,13
contig-1681.2,4
contig-2027.11,0
contig-4001794,10
contig-4001793,10
contig-4001791,20
contig-1681.3,4
contig-2027.10,0
contig-342.0,19
contig-342.1,3
contig-342.2,3
contig-3000332,20
contig-2027.13,0
contig-1470,20
contig-1471,13
contig-3000639.18,12
contig-3000639.19,12
contig-1475,10
contig-3000639.12,12
contig-3000639.13,12
contig-3000639.10,12
contig-3000639.11,12
contig-3000639.16,12
contig-3000639.17,12
contig-3000639.14,12
contig-3000639.15,12
contig-1001257.9,7
contig-1001257.8,7
contig-2027.12,0
contig-1001257.1,7
contig-1001257.0,7
contig-1001257.3,7
contig-1001257.2,7
contig-1001257.5,7
contig-1001257.4,7
contig-1001257.7,7
contig-1001257.6,7
contig-1000004,13
contig-1000005,14
contig-803,20
contig-1000007,20
contig-809,10
contig-576.15,15
contig-576.14,15
contig-1000009,10
contig-1000558,10
contig-1000559,10
contig-1215,10
contig-1217,20
contig-1212,20
contig-1213,20
contig-1784.12,18
contig-1218,10
contig-2027.14,0
contig-1384.2,2
contig-2018.16,18
contig-2000269,10
contig-2000268,20
contig-2018.13,18
contig-2018.12,18
contig-2018.11,18
contig-2018.10,18
contig-1784.13,18
contig-2000261,10
contig-2027.17,0
contig-2000266,10
contig-2000264,10
contig-1657,10
contig-7000186,20
contig-2027.16,0
contig-5001036,13
contig-1681.1,4
contig-1915.26,7
contig-1969.19,3
contig-1969.18,3
contig-1591.2,2
contig-1591.3,2
contig-1591.0,17
contig-1591.1,2
contig-1591.4,2
contig-1001625.15,1
contig-1969.13,3
contig-2001252,10
contig-1969.12,3
contig-1000148.37,1
contig-1000148.36,1
contig-1000148.35,1
contig-1000148.34,1
contig-1000148.33,1
contig-1000148.32,1
contig-1000148.31,1
contig-1000148.30,1
contig-1969.10,3
contig-1000148.39,1
contig-1000148.38,1
contig-1001036.0,0
contig-1001036.1,0
contig-1001036.2,0
contig-1001036.3,0
contig-1001036.4,0
contig-1001036.5,0
contig-1001036.6,0
contig-1880.0,9
contig-1519,20
contig-1001822,10
contig-4000564,10
contig-1849.4,3
contig-1968,10
contig-816.0,16
contig-816.1,16
contig-816.2,16
contig-816.3,16
contig-816.4,16
contig-816.5,16
contig-816.6,16
contig-816.7,16
contig-816.8,16
contig-1939,10
contig-1633.1,2
contig-1633.0,2
contig-1880.2,9
contig-1270.0,0
contig-1248,20
contig-3000924,10
contig-3000920,10
contig-3000923,10
contig-4000307,10
contig-2001756.1,9
contig-2001189,13
contig-2001188,13
contig-1930,10
contig-2001181,10
contig-2001180,10
contig-1001827,20
contig-2000436.25,0
contig-2000436.24,0
contig-2000436.23,0
contig-2000436.22,0
contig-5000639,10
contig-2000436.20,0
contig-5000637,10
contig-1247,10
contig-1246,13
contig-2019.2,18
contig-2019.3,18
contig-2019.0,18
contig-2019.1,18
contig-2019.6,18
contig-2019.7,18
contig-2019.4,18
contig-2019.5,18
contig-2022.12,3
contig-2022.13,3
contig-2019.8,18
contig-2000163.10,7
contig-2022.14,3
contig-1726,10
contig-4001967,20
contig-4001961,10
contig-4001962,10
contig-4001968,20
contig-1795.0,15
contig-1810.14,7
contig-1810.15,7
contig-1810.16,7
contig-1810.17,7
contig-2000858,10
contig-1810.12,7
contig-1810.13,7
contig-2000854,10
contig-2000850,10
contig-1810.19,7
contig-2000852,10
contig-2001727,20
contig-2001726,10
contig-2001723,10
contig-1042,10
contig-1045,10
contig-1049,13
contig-1048,13
contig-1795.2,15
contig-1402.2,9
contig-1603,10
contig-687,10
contig-86.0,20
contig-1602,10
contig-86.1,20
contig-1795.5,15
contig-448.1,4
contig-448.0,4
contig-448.2,4
contig-1601,10
contig-3001863,10
contig-3001862,20
contig-1784.10,18
contig-3001865,10
contig-3001868,20
contig-1795.6,15
contig-1001548,20
contig-1001549,10
contig-1001018,10
contig-1001019,20
contig-1001016,2
contig-1001017,10
contig-1001011,20
contig-1001012,20
contig-2000096,10
contig-2000097,10
contig-4000345.3,19
contig-4000345.2,5
contig-7000578,10
contig-4000345.0,19
contig-6000191,10
contig-6001402,20
contig-4001920,13
contig-5001208,20
contig-2041,10
contig-1001443,10
contig-1796.1,13
contig-1781.28,12
contig-1001442,10
contig-1781.26,12
contig-1781.27,12
contig-1781.24,12
contig-1781.25,12
contig-1781.22,12
contig-1001337,10
contig-1781.20,12
contig-1781.21,12
contig-1001336,20
contig-1000448.78,8
contig-1000448.79,8
contig-1000448.74,8
contig-1000448.75,8
contig-1000448.76,8
contig-1000448.77,8
contig-1000448.70,8
contig-1000448.71,8
contig-1000448.72,8
contig-1000448.73,8
contig-1614.30,12
contig-1100.26,14
contig-1100.25,14
contig-1100.24,12
contig-1100.23,12
contig-1100.22,14
contig-1100.21,12
contig-1100.20,12
contig-1614.38,12
contig-1614.39,12
contig-1001444,15
contig-1851.3,3
contig-1000769,10
contig-1000768,10
contig-1832.28,16
contig-1000941,10
contig-1000767,10
contig-1000945,20
contig-1000944,4
contig-1000947,10
contig-946.4,2
contig-1851.0,3
contig-946.2,2
contig-946.3,2
contig-946.0,2
contig-946.1,2
contig-1851.6,3
contig-706.8,9
contig-706.9,9
contig-706.4,9
contig-706.5,9
contig-706.6,9
contig-706.7,9
contig-706.0,9
contig-706.1,9
contig-706.2,9
contig-706.3,9
contig-1609,11
contig-1181.1,6
contig-1181.0,6
contig-1181.3,6
contig-1181.2,6
contig-1949.11,7
contig-1608,10
contig-1949.13,7
contig-1949.12,7
contig-2000117,10
contig-2000111,10
contig-2000110,10
contig-2000113,20
contig-2000112,20
contig-4000171,20
contig-2000119,20
contig-2000118,10
contig-1505.11,5
contig-2001542,10
contig-1505.10,5
contig-1505.13,5
contig-5000796,10
contig-5000797,10
contig-1505.12,5
contig-1001625.12,1
contig-71.0,13
contig-71.1,13
contig-7001965.0,6
contig-3001080,13
contig-3001088,10
contig-2001849,10
contig-1918.9,4
contig-1918.8,4
contig-1918.3,4
contig-4000794,10
contig-4000797,10
contig-4000796,20
contig-1918.7,4
contig-1918.6,4
contig-1918.5,4
contig-1918.4,4
contig-315.0,18
contig-315.1,18
contig-315.2,18
contig-315.3,18
contig-315.4,18
contig-315.5,18
contig-315.6,18
contig-315.7,18
contig-315.8,18
contig-315.9,18
contig-2001532,20
contig-4001222,10
contig-4001228,10
contig-825.2,7
contig-825.3,7
contig-825.0,7
contig-825.1,7
contig-825.4,7
contig-1001223,10
contig-3000137,20
contig-1001227,10
contig-3000131,20
contig-3000680,10
contig-3000681,10
contig-3001205.0,12
contig-3001205.1,12
contig-1001396.3,7
contig-13.0,16
contig-13.1,16
contig-13.2,16
contig-1000046.1,4
contig-1000046.6,4
contig-1000046.7,4
contig-1000046.4,4
contig-1000046.5,4
contig-1000046.8,4
contig-1926,20
contig-3000800.10,7
contig-3000800.11,7
contig-3000800.12,7
contig-3000800.13,7
contig-3000800.14,7
contig-3000800.15,7
contig-3000800.16,7
contig-3000800.17,7
contig-3000800.18,7
contig-3000800.19,7
contig-1367.20,12
contig-3000357,20
contig-3000358,20
contig-3001205.9,12
contig-1040.1,4
contig-1040.0,4
contig-1040.2,4
contig-1459,20
contig-1001396.5,7
contig-1453,10
contig-1451,20
contig-1184,6
contig-1180,4
contig-1182,10
contig-92.11,2
contig-92.10,2
contig-92.13,2
contig-92.12,2
contig-92.15,2
contig-92.14,2
contig-92.17,2
contig-92.16,2
contig-1001954,20
contig-1001485,10
contig-1001484,4
contig-1001483,10
contig-576.18,15
contig-1001481,10
contig-1001959,10
contig-828,10
contig-823,10
contig-822,20
contig-821,20
contig-820,0
contig-827,20
contig-1848,10
contig-1000573,10
contig-1989,10
contig-1000576,14
contig-1236,20
contig-1237,10
contig-1235,10
contig-1232,20
contig-1233,20
contig-1231,10
contig-6000525,10
contig-1984.1,2
contig-2000287,13
contig-2000282,10
contig-1000682,20
contig-1000680,10
contig-1000681,10
contig-1000685,10
contig-1367.25,12
contig-1984.2,2
contig-1832.34,16
contig-2001756.11,9
contig-1001840,20
contig-1984.3,2
contig-5001016,20
contig-1295.15,5
contig-1295.14,5
contig-1295.17,5
contig-1295.16,5
contig-1295.11,5
contig-1295.10,5
contig-1295.13,5
contig-1295.12,5
contig-1295.19,5
contig-1295.18,5
contig-1984.4,2
contig-2001881,20
contig-2001883,20
contig-2001884,10
contig-2001886,20
contig-2001887,20
contig-1969.14,3
contig-1984.5,2
contig-1000148.50,1
contig-1002022,10
contig-1785.10,0
contig-4000543,10
contig-4000096,10
contig-3001861,10
contig-1001846,10
contig-3000906,10
contig-3000905,20
contig-600.1,6
contig-600.0,6
contig-1941,10
contig-2001990,10
contig-221,10
contig-220,20
contig-223,10
contig-590,10
contig-597,10
contig-224,10
contig-227,11
contig-228,0
contig-5000659,20
contig-1960.22,1
contig-2001994,19
contig-5000652,2
contig-5000657,10
contig-1000237.41,8
contig-1000237.40,8
contig-1000237.43,8
contig-1000237.42,8
contig-1000237.45,8
contig-1000237.44,8
contig-1000237.47,8
contig-1000237.46,8
contig-1000237.49,8
contig-1000237.48,8
contig-1824.8,2
contig-1824.3,2
contig-1824.2,2
contig-1824.1,2
contig-1824.0,2
contig-1824.7,2
contig-1824.6,2
contig-1824.5,2
contig-1824.4,2
contig-935,10
contig-934,10
contig-610,20
contig-936,10
contig-672.0,20
contig-672.1,20
