contig	unamb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	unamb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	unamb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	unamb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	unamb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	unamb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	unamb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	unamb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	unamb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	unamb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	unamb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	unamb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	unamb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	unamb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	unamb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	unamb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	unamb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	unamb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	unamb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	unamb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome	amb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	amb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	amb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	amb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	amb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	amb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	amb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	amb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	amb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	amb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	amb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	amb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	amb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	amb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	amb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	amb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	amb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	amb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	amb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	amb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome
contig-576.9	0	0	0	0	0	0	0	0	0	0	287957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-576.8	0	0	0	0	0	0	0	0	0	0	287006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-7000474	29	244	16	65	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	15349	12143	4607	6781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-576.3	0	0	0	0	0	0	0	0	0	0	288719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
contig-576.2	0	0	0	0	0	0	0	0	0	0	288238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-576.1	0	0	0	0	0	0	0	0	0	0	287440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-576.0	0	0	0	0	0	0	0	0	0	0	279536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11639	0	0	0	0	0	0	0	0	0
contig-576.7	0	0	0	0	0	0	0	0	0	0	288517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-576.6	0	0	0	0	0	0	0	0	0	0	287842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-576.5	0	0	0	0	0	0	0	0	0	0	285804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0
contig-576.4	0	0	0	0	0	0	0	0	0	0	288205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1738.10	0	0	0	0	0	0	0	0	0	27835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1179	0	0	0	0	0	0	0	0	0	0
contig-5001636	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-5001633	29	0	0	13	23	0	0	0	0	9	0	0	0	3310	0	0	22729	0	1	0	18	0	0	1	3	0	0	0	0	9	0	0	0	886	0	0	34880	0	1	0
contig-1000066	31120	4892	2770	2772	3575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35562	5830	3254	2189	1873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000067	121293	30279	10684	11267	15523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000064	33379	7986	2991	3256	4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5306	1312	386	343	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000065	0	1	0	1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1540	78	4276	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000062	40833	10307	3556	3764	5317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51715	14499	2826	4732	6698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000063	28124	6278	2609	2601	3581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000060	28792	6850	2505	2443	3343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55778	15057	4355	956	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000068	136393	32451	11890	12547	17467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000069	78309	19076	6818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158145	30670	10035	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000209	39137	9615	3404	2980	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000204	3	0	0	6193	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	21838	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000206	79211	19775	6951	7054	10127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000203	1266	4	123	7002	5629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1289	402	100	18104	12826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000202	23	4	35	27	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2053	536	6663	2365	3275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000602	0	0	0	0	0	32842	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11155	0	0	578	0	0	0	1	0	0	0	0	0	0	0
contig-1000600	221219	54111	13969	19695	28543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63958	14139	1905	4978	7356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000601	20	111	5	25	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	4154	902	8866	17139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000604	158887	38783	13712	14067	20106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1752.8	0	0	0	0	0	0	0	0	0	0	0	279249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1752.7	0	0	0	0	0	0	0	0	0	0	0	274846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3553	0	0	0	0	0	0	0	0
contig-1752.6	0	0	0	0	0	0	0	0	0	0	0	278938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1752.5	0	0	0	0	0	0	0	0	0	0	0	278725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000609	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6001439	60280	14624	5041	5440	7571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12284	2620	900	981	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1752.2	0	0	0	0	0	0	0	0	0	0	0	275575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2978	0	0	0	0	0	0	0	0
contig-1752.1	0	0	0	0	0	0	0	0	0	0	0	269478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9019	0	0	0	0	0	0	0	0
contig-1752.0	0	0	0	0	0	0	0	0	0	0	0	261159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12903	0	0	0	0	0	0	0	0
contig-2000341	102783	24664	9089	9730	13716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12952	4493	1597	1584	2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1274	0	0	0	11110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14418	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000345	52651	12985	0	4725	7629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91239	26520	80	8325	11425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000346	0	9060	3187	2928	4651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000348	0	61425	13309	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60993	9259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000349	111165	28409	10006	9182	13367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27095	5628	2150	2272	3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1988	48459	11688	3789	424	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88877	20194	7086	194	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-897.1	0	0	0	0	0	0	0	0	0	17879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	0
contig-897.0	0	0	0	0	0	0	0	0	0	18882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-897.3	0	0	0	0	0	0	0	0	0	16117	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5499	0	6	0	0	0	0	0	0	0	0
contig-897.2	0	0	0	0	0	0	0	0	0	19148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0
contig-431.1	0	0	0	0	0	0	0	0	0	0	287155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-431.0	0	0	0	0	0	0	0	0	0	0	266626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24107	0	0	0	0	0	0	0	0	0
contig-431.2	0	0	0	0	0	0	0	0	0	0	391466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8576	0	0	0	0	0	0	0	0	0
contig-3001929.15	0	0	0	0	0	0	0	0	0	0	0	540742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14161	0	0	0	0	0	0	0	0
contig-3000412	27697	6629	2513	2496	3341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-409	8632	2133	788	835	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56388	14013	6719	6762	8989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-408	5273	4306	468	462	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41267	16211	2655	727	4639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-405	104121	26808	8944	9244	13208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282778	56608	12978	4373	9015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-404	14052	3018	19716	331	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113274	32314	50586	10963	15274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-407	0	50095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-406	30280	7767	2577	1587	2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22460	5208	1918	1260	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-400	109548	23237	8533	8970	12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45607	11341	5123	5293	7785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-403	32647	8093	2853	2763	3803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139262	34180	11267	1290	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-402	1475	0	61038	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155	0	4276	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.28	0	0	0	0	0	0	0	0	0	0	286399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.29	0	0	0	0	0	0	0	0	0	0	288347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.26	0	0	0	0	0	0	0	0	0	0	287813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.27	0	0	0	0	0	0	0	0	0	0	287225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
contig-2000075.24	0	0	0	0	0	0	0	0	0	0	286719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.25	0	0	0	0	0	0	0	0	0	0	287441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.22	0	0	0	0	0	0	0	0	0	0	287948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.23	0	0	0	0	0	0	0	0	0	0	264811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21213	0	0	0	0	0	0	0	0	0
contig-2000075.20	0	0	0	0	0	0	0	0	0	0	287707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000075.21	0	0	0	0	0	0	0	0	0	0	288685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001862.4	0	0	0	0	0	0	0	0	139079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5501	0	0	0	0	0	0	0	0	0	0	0
contig-2001862.5	0	0	0	0	0	0	0	0	196777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13943	0	0	0	0	0	0	0	0	0	0	0
contig-2001862.0	0	0	0	0	0	6	0	0	140042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1465	0	0	0	0	0	0	0	0	0	0	0
contig-2001862.1	0	0	0	0	0	0	0	0	144028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0
contig-2001862.2	0	0	0	0	0	0	0	0	143318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0
contig-2001862.3	0	0	0	0	0	0	0	0	143691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001533	51948	13333	4262	4381	5762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79945	19728	5016	956	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001348	34792	8428	3025	3167	4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101300	19951	9124	4332	6585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001346	110233	26514	9388	9994	14034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54628	2551	1727	1203	1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001345	35542	10355	3385	1440	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79520	19724	7345	846	1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001344	0	2	7771	112	16736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2959	3995	32168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001343	5446	341	388	89	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16440	3295	1204	257	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001342	99	84	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	219	0	6	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001341	948	168	10	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157655	19068	1794	16	1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001340	24091	5873	2041	2178	2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34556	7376	825	2476	3377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2936	0
contig-910.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2584	0
contig-2000839	26739	6895	2218	2523	3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164009	28267	3087	6080	9343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000836	24830	5971	2102	2246	2898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19564	4693	1717	975	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000837	19962	4806	1726	1786	2754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59654	14583	2994	4435	6240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000834	35	41	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26189	5529	1959	990	3068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000835	102717	25395	8878	9023	13423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15378	3753	1233	975	1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000832	60179	11222	4297	4258	5982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96925	16328	6831	3177	3227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000833	175194	43373	15147	11743	16484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230517	56823	2552	1305	1822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000830	178	2	0	317	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1784	302	186	22531	4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000831	1	0	0	286	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	680	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4000816	0	0	137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12356	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1367.22	0	0	0	0	0	0	0	0	143504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0
contig-2001129	1	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001929.11	0	0	0	0	0	0	0	0	0	0	0	271705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8431	0	0	0	0	0	0	0	0
contig-1367.23	0	0	0	0	0	0	0	0	142753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0
contig-2001121	119	1	0	2860	3867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	2533	3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001127	130716	33060	9412	11157	16271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94944	24955	1139	8760	10202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001126	46707	11646	3506	4166	5744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001125	90951	22095	8035	8289	11672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44201	13125	4607	6992	9586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001124	56351	18867	5065	4438	7095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24636	66772	9445	8558	13088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1367.21	0	0	0	0	0	0	0	0	142869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1367.26	0	0	0	0	0	0	0	0	143181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1367.27	0	0	0	0	0	0	0	0	144179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001929.10	0	0	0	0	0	0	0	0	0	0	0	277704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1367.24	0	0	0	0	0	0	0	0	143447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000038	28127	7135	2515	2606	3641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8913	2210	790	757	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000037	86666	11	45	27	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456509	2879	3306	1954	2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000034	3613	649	320	1285	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000520	31736	7599	2978	2533	3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251766	60090	10660	4607	9976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000525	30098	6727	2738	2817	3841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5167	1256	418	491	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000524	527	1908	620	3352	4631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3297	1165	5537	7772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000058.9	0	0	0	0	0	0	0	0	0	0	0	0	284546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000058.8	0	0	0	0	0	0	0	0	0	0	0	0	284423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	689	0	0	0	0	0	0	0
contig-1000058.7	0	0	0	0	0	0	0	0	0	0	0	0	283679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0
contig-1000058.6	0	0	0	0	0	0	0	0	0	0	0	0	283445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
