contig	unamb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	unamb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	unamb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	unamb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	unamb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	unamb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	unamb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	unamb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	unamb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	unamb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	unamb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	unamb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	unamb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	unamb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	unamb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	unamb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	unamb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	unamb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	unamb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	unamb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome	amb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	amb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	amb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	amb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	amb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	amb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	amb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	amb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	amb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	amb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	amb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	amb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	amb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	amb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	amb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	amb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	amb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	amb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	amb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	amb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome
contig-1001416	21117	4773	1834	2055	2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001417	28970	6885	2606	2725	3737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001418	45	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48881	564	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001419	107559	26171	9496	9861	14096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1720.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1809	3	810	214	62	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7355	1695	5353	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1808	38658	8392	3566	3505	5017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28163	6908	2326	2588	3736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.31	0	0	0	0	0	0	0	0	141965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1671	0	0	0	0	0	0	0	0	0	0	0
contig-1805	1	34	2	201	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	3326	1033	8390	11423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1804	0	0	0	5406	7335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1215	1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1807	77108	19381	6853	164	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41935	10416	3648	1544	2085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1806	10078	2756	887	953	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2443	372	221	197	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1801	139	5	8	249	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88477	5080	6754	4154	5687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.32	0	0	0	0	0	0	0	0	140789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2416	0	0	0	0	0	0	0	0	0	0	0
contig-1803	19	4	20271	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4258	2	5375	75	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1596.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2781	0	0	0
contig-1614.33	0	0	0	0	0	0	0	0	140988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3378	0	0	0	0	0	0	0	0	0	0	0
contig-2001831	68334	13808	4864	3648	4633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133678	26161	8467	2532	5213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001830	14	6	14	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	2354	5317	500	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001832	19	835	45	157	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	22923	486	1125	3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.34	0	0	0	0	0	0	0	0	142143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
contig-1614.35	0	0	0	0	0	0	0	0	143504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001700.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2899
contig-1001700.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3330
contig-1001700.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001700.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406
contig-1001678	0	0	0	1335	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.36	0	0	0	0	0	0	0	0	122698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20399	0	0	0	0	0	0	0	0	0	0	0
contig-1001700.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10343
contig-1001700.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6173
contig-1001674	3	828	362	7077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	8759	1015	21787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001676	111235	27390	9672	10402	14669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13919	3430	1217	941	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.37	0	0	0	0	0	0	0	0	143648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
contig-1001670	135277	33559	11585	12060	17294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26778	6704	2331	1019	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001671	125152	28710	9898	10436	15026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12064	2432	1071	1080	1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001672	72680	16871	5424	3863	6321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75392	13706	5435	849	4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001673	41936	10067	3822	3714	5366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1872.10	0	0	0	0	0	0	35814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1872.11	0	0	0	0	0	0	35556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-869.2	0	0	0	0	0	0	0	0	0	0	287900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-869.3	0	0	0	0	0	0	0	0	0	0	288311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-869.0	0	0	0	0	0	0	0	0	0	0	275733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6287	0	0	0	0	0	0	0	0	0
contig-869.1	0	0	0	0	0	0	0	0	0	0	286249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-869.4	0	0	0	0	0	0	0	0	0	0	286533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	0	0	0	0	0	0	0	0	0
contig-869.5	0	0	0	0	0	0	0	0	0	0	293936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12628	0	0	0	0	0	0	0	0	0
contig-1872.13	0	0	0	0	0	0	36181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1872.16	0	0	0	0	0	0	35391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-5001717	2	3	1	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	712	1358	1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-968	116440	28697	10548	10640	14814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-969	40013	9112	3581	3848	119721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-5001710	56	110	3	213	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5750	20107	1906	634	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-962	44466	11177	3821	4012	5838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5441	1270	383	481	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-963	25	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5993	29269	1461	432	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-960	1186	882	172	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2145	1106	242	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-961	94735	23008	8339	8555	11885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037	572	183	204	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-966	65952	16267	5669	5753	7857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41219	10215	3433	1061	1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-967	0	0	0	0	0	0	64364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-964	0	0	0	0	0	0	0	393183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22993	0	0	0	0	0	0	0	0	0	0	0	0
contig-965	61765	14515	5370	5622	7645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000545	0	0	0	0	0	10604	12711	29382	112558	0	0	0	57929	0	0	0	0	0	0	0	0	0	0	0	0	4382	4149	5070	68958	0	0	0	16479	0	0	0	0	0	0	0
contig-1000765	144	3	67	194	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8535	2157	31	3432	4589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.9	0	0	0	0	0	0	0	251060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18449	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.8	0	0	0	0	0	0	0	269511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1526	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.5	0	0	0	0	0	0	0	267240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.4	0	0	0	0	0	0	0	267093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4376	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.7	0	0	0	0	0	0	0	268102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.6	0	0	0	0	0	0	0	268980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.1	0	0	0	0	0	0	0	263594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7682	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.0	0	0	0	0	0	0	0	260745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8494	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.3	0	0	0	0	0	0	0	266465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3637	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001226.2	0	0	0	0	0	0	0	268506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1475	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000990	30	9	6	17	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1617	439	1393	12187	6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000993	128052	31968	11075	11571	16243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140283	30381	12019	1035	5767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001708	172194	41481	14114	15047	21027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12666	2985	918	1152	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000997	27446	6584	2101	2385	3068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000999	0	39	0	1089	7014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5773	82	2708	56394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6001249	5	3	33	75	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14651	3662	1508	3209	4553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000108	0	0	5292	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	38613	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000105	59981	14662	3635	4843	7336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1316.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1309	0	0
contig-1000107	22	31	14727	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	104	18676	98	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000106	46640	11408	3989	4245	5945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5466	1262	429	461	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000101	30970	7616	2770	2861	3845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15916	4077	1368	1529	2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000100	40010	9819	3513	3501	4926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77164	14066	4878	5149	7252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000102	29817	6903	2565	2667	3641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-504	12212	3776	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77191	17208	5393	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000547	6	6	0	101	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	84	0	55715	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-506	0	38068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3991	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-500	12	112	11	920	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	3640	3855	22656	9523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-508	110534	26114	9577	9903	14116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	169	56	65	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-5000390	146074	35756	12814	13570	18801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266120	38308	21146	14733	10111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-5000391	23	481	689	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	19233	11846	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-113.1	0	0	0	0	0	0	0	0	0	18872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4000066	0	105	3235	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873	22434	2	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-501.2	0	0	0	0	0	62158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000541	3586	164	251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20614	5647	1731	220	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.4	0	0	0	0	0	0	0	0	142413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553	0	0	0	0	0	0	0	0	0	0	0
contig-1614.5	0	0	0	0	0	0	0	0	143984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0
contig-1614.6	0	0	0	0	0	0	0	0	143059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.7	0	0	0	0	0	0	0	0	142876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	0	0	0	0	0	0	0	0	0	0	0
contig-1614.0	0	0	0	0	0	394	0	0	142878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	6414	0	0	0	0	0	0	0	0	0	0	0
contig-1614.1	0	0	0	0	0	0	0	0	141815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	0	0
contig-1614.2	0	0	0	0	0	0	0	0	142140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0
contig-1614.3	0	0	0	0	0	0	0	0	143591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001156	462	647	755	493	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14112	6051	6117	4020	5887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1614.8	0	0	0	0	0	0	0	0	143488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
contig-3001152	3189	6405	406	140	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41613	157698	12344	4613	6965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001150	206	79	22	28	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100600	57159	11972	3964	18445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000237.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58220
contig-1000237.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56984
contig-1000237.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58020
contig-1000237.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56746
contig-1000237.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57765
contig-1000237.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56651
contig-1000237.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57652
contig-1000237.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57831
contig-563.1	0	0	0	0	0	0	0	361585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6570	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000237.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57440
contig-1748.18	0	0	0	0	0	0	0	0	141429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0
contig-1748.19	0	0	0	0	0	0	0	0	144141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0
contig-4000391	52302	11954	4538	4770	6673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4000390	198425	45048	0	13491	20339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120025	21360	0	1389	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1748.12	0	0	0	0	0	0	0	0	142670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0
contig-1748.13	0	0	0	0	0	0	0	0	144374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
contig-1748.14	0	0	0	0	0	0	0	0	144196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1748.15	0	0	0	0	0	0	0	0	143613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1748.16	0	0	0	0	0	0	0	0	143617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1748.17	0	0	0	0	0	0	0	0	143177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
